"time_period","nation","variable","value"
0,"Costa Rica","area_lndu_croplands_ha",369846.184199405
1,"Costa Rica","area_lndu_croplands_ha",360184.0968707
2,"Costa Rica","area_lndu_croplands_ha",360698.572822806
3,"Costa Rica","area_lndu_croplands_ha",367060.102460258
4,"Costa Rica","area_lndu_croplands_ha",375204.402170929
5,"Costa Rica","area_lndu_croplands_ha",383473.115252727
6,"Costa Rica","area_lndu_croplands_ha",391852.344913002
7,"Costa Rica","area_lndu_croplands_ha",400356.145397699
8,"Costa Rica","area_lndu_croplands_ha",409133.452058715
0,"Costa Rica","area_lndu_forests_mangroves_ha",28196.3008500302
1,"Costa Rica","area_lndu_forests_mangroves_ha",28235.8696381642
2,"Costa Rica","area_lndu_forests_mangroves_ha",28169.8516539414
3,"Costa Rica","area_lndu_forests_mangroves_ha",28037.8279511033
4,"Costa Rica","area_lndu_forests_mangroves_ha",27881.1939562629
5,"Costa Rica","area_lndu_forests_mangroves_ha",27718.8744811264
6,"Costa Rica","area_lndu_forests_mangroves_ha",27551.766156199
7,"Costa Rica","area_lndu_forests_mangroves_ha",27380.469825254
8,"Costa Rica","area_lndu_forests_mangroves_ha",27205.093704612
0,"Costa Rica","area_lndu_forests_primary_ha",1308247.58737695
1,"Costa Rica","area_lndu_forests_primary_ha",1303493.16103997
2,"Costa Rica","area_lndu_forests_primary_ha",1298847.12881855
3,"Costa Rica","area_lndu_forests_primary_ha",1294330.50662853
4,"Costa Rica","area_lndu_forests_primary_ha",1289930.17537698
5,"Costa Rica","area_lndu_forests_primary_ha",1285646.25594766
6,"Costa Rica","area_lndu_forests_primary_ha",1281469.27901436
7,"Costa Rica","area_lndu_forests_primary_ha",1277392.61395213
8,"Costa Rica","area_lndu_forests_primary_ha",1273405.23763116
0,"Costa Rica","area_lndu_forests_secondary_ha",552416.787783876
1,"Costa Rica","area_lndu_forests_secondary_ha",551081.048864133
2,"Costa Rica","area_lndu_forests_secondary_ha",542534.324805266
3,"Costa Rica","area_lndu_forests_secondary_ha",529829.953837743
4,"Costa Rica","area_lndu_forests_secondary_ha",515964.408235778
5,"Costa Rica","area_lndu_forests_secondary_ha",502243.110425683
6,"Costa Rica","area_lndu_forests_secondary_ha",488661.432329763
7,"Costa Rica","area_lndu_forests_secondary_ha",475213.26743037
8,"Costa Rica","area_lndu_forests_secondary_ha",461869.647204893
0,"Costa Rica","area_lndu_grasslands_ha",720023.60375535
1,"Costa Rica","area_lndu_grasslands_ha",735563.844735963
2,"Costa Rica","area_lndu_grasslands_ha",750088.409030436
3,"Costa Rica","area_lndu_grasslands_ha",763673.446346576
4,"Costa Rica","area_lndu_grasslands_ha",776380.852154139
5,"Costa Rica","area_lndu_grasslands_ha",788223.996941169
6,"Costa Rica","area_lndu_grasslands_ha",799347.418997242
7,"Costa Rica","area_lndu_grasslands_ha",809838.220883776
8,"Costa Rica","area_lndu_grasslands_ha",819657.829995375
0,"Costa Rica","area_lndu_other_ha",23247.9689100722
1,"Costa Rica","area_lndu_other_ha",21521.9415734918
2,"Costa Rica","area_lndu_other_ha",18698.8721247426
3,"Costa Rica","area_lndu_other_ha",15641.8714807439
4,"Costa Rica","area_lndu_other_ha",13013.1095402671
5,"Costa Rica","area_lndu_other_ha",10976.7169967433
6,"Costa Rica","area_lndu_other_ha",9392.20669937328
7,"Costa Rica","area_lndu_other_ha",8153.07736807866
8,"Costa Rica","area_lndu_other_ha",7176.26371591168
0,"Costa Rica","area_lndu_settlements_ha",47940.169319764
1,"Costa Rica","area_lndu_settlements_ha",49927.0767587535
2,"Costa Rica","area_lndu_settlements_ha",51156.07919913
3,"Costa Rica","area_lndu_settlements_ha",51868.2123835686
4,"Costa Rica","area_lndu_settlements_ha",52341.6624563579
5,"Costa Rica","area_lndu_settlements_ha",52714.6320949554
6,"Costa Rica","area_lndu_settlements_ha",53008.1882767659
7,"Costa Rica","area_lndu_settlements_ha",53238.3818471943
8,"Costa Rica","area_lndu_settlements_ha",53417.157364381
0,"Costa Rica","area_lndu_wetlands_ha",15043.2927245516
1,"Costa Rica","area_lndu_wetlands_ha",14954.855438821
2,"Costa Rica","area_lndu_wetlands_ha",14768.6564651235
3,"Costa Rica","area_lndu_wetlands_ha",14519.9738314815
4,"Costa Rica","area_lndu_wetlands_ha",14246.0910292849
5,"Costa Rica","area_lndu_wetlands_ha",13965.1927799417
6,"Costa Rica","area_lndu_wetlands_ha",13679.2585332902
7,"Costa Rica","area_lndu_wetlands_ha",13389.7182155027
8,"Costa Rica","area_lndu_wetlands_ha",13097.2132449525
0,"Costa Rica","net_imports_lvst_buffalo",0
1,"Costa Rica","net_imports_lvst_buffalo",3913
2,"Costa Rica","net_imports_lvst_buffalo",4139
3,"Costa Rica","net_imports_lvst_buffalo",4283
4,"Costa Rica","net_imports_lvst_buffalo",4473
5,"Costa Rica","net_imports_lvst_buffalo",4658
6,"Costa Rica","net_imports_lvst_buffalo",4877
7,"Costa Rica","net_imports_lvst_buffalo",5117
8,"Costa Rica","net_imports_lvst_buffalo",5397
0,"Costa Rica","net_imports_lvst_cattle_dairy",0
1,"Costa Rica","net_imports_lvst_cattle_dairy",324434
2,"Costa Rica","net_imports_lvst_cattle_dairy",319823
3,"Costa Rica","net_imports_lvst_cattle_dairy",315047
4,"Costa Rica","net_imports_lvst_cattle_dairy",310234
5,"Costa Rica","net_imports_lvst_cattle_dairy",305402
6,"Costa Rica","net_imports_lvst_cattle_dairy",300647
7,"Costa Rica","net_imports_lvst_cattle_dairy",295895
8,"Costa Rica","net_imports_lvst_cattle_dairy",291156
0,"Costa Rica","net_imports_lvst_cattle_nondairy",0
1,"Costa Rica","net_imports_lvst_cattle_nondairy",1080055
2,"Costa Rica","net_imports_lvst_cattle_nondairy",1142383
3,"Costa Rica","net_imports_lvst_cattle_nondairy",1182149
4,"Costa Rica","net_imports_lvst_cattle_nondairy",1234502
5,"Costa Rica","net_imports_lvst_cattle_nondairy",1285492
6,"Costa Rica","net_imports_lvst_cattle_nondairy",1345866
7,"Costa Rica","net_imports_lvst_cattle_nondairy",1412314
8,"Costa Rica","net_imports_lvst_cattle_nondairy",1489419
0,"Costa Rica","net_imports_lvst_chickens",0
1,"Costa Rica","net_imports_lvst_chickens",0
2,"Costa Rica","net_imports_lvst_chickens",0
3,"Costa Rica","net_imports_lvst_chickens",0
4,"Costa Rica","net_imports_lvst_chickens",0
5,"Costa Rica","net_imports_lvst_chickens",0
6,"Costa Rica","net_imports_lvst_chickens",0
7,"Costa Rica","net_imports_lvst_chickens",0
8,"Costa Rica","net_imports_lvst_chickens",0
0,"Costa Rica","net_imports_lvst_goats",0
1,"Costa Rica","net_imports_lvst_goats",23147
2,"Costa Rica","net_imports_lvst_goats",24782
3,"Costa Rica","net_imports_lvst_goats",25859
4,"Costa Rica","net_imports_lvst_goats",27268
5,"Costa Rica","net_imports_lvst_goats",28654
6,"Costa Rica","net_imports_lvst_goats",30295
7,"Costa Rica","net_imports_lvst_goats",32110
8,"Costa Rica","net_imports_lvst_goats",34222
0,"Costa Rica","net_imports_lvst_horses",0
1,"Costa Rica","net_imports_lvst_horses",116314
2,"Costa Rica","net_imports_lvst_horses",124526
3,"Costa Rica","net_imports_lvst_horses",129939
4,"Costa Rica","net_imports_lvst_horses",137019
5,"Costa Rica","net_imports_lvst_horses",143985
6,"Costa Rica","net_imports_lvst_horses",152229
7,"Costa Rica","net_imports_lvst_horses",161348
8,"Costa Rica","net_imports_lvst_horses",171964
0,"Costa Rica","net_imports_lvst_mules",0
1,"Costa Rica","net_imports_lvst_mules",4866
2,"Costa Rica","net_imports_lvst_mules",5210
3,"Costa Rica","net_imports_lvst_mules",5436
4,"Costa Rica","net_imports_lvst_mules",5732
5,"Costa Rica","net_imports_lvst_mules",6023
6,"Costa Rica","net_imports_lvst_mules",6369
7,"Costa Rica","net_imports_lvst_mules",6751
8,"Costa Rica","net_imports_lvst_mules",7195
0,"Costa Rica","net_imports_lvst_pigs",0
1,"Costa Rica","net_imports_lvst_pigs",0
2,"Costa Rica","net_imports_lvst_pigs",0
3,"Costa Rica","net_imports_lvst_pigs",0
4,"Costa Rica","net_imports_lvst_pigs",0
5,"Costa Rica","net_imports_lvst_pigs",0
6,"Costa Rica","net_imports_lvst_pigs",0
7,"Costa Rica","net_imports_lvst_pigs",0
8,"Costa Rica","net_imports_lvst_pigs",0
0,"Costa Rica","net_imports_lvst_sheep",0
1,"Costa Rica","net_imports_lvst_sheep",2667
2,"Costa Rica","net_imports_lvst_sheep",2855
3,"Costa Rica","net_imports_lvst_sheep",2980
4,"Costa Rica","net_imports_lvst_sheep",3142
5,"Costa Rica","net_imports_lvst_sheep",3301
6,"Costa Rica","net_imports_lvst_sheep",3490
7,"Costa Rica","net_imports_lvst_sheep",3700
8,"Costa Rica","net_imports_lvst_sheep",3943
0,"Costa Rica","emissions_co2e_n2o_lndu_pastures",0.0389393344918395
1,"Costa Rica","emissions_co2e_n2o_lndu_pastures",0.0397797606090831
2,"Costa Rica","emissions_co2e_n2o_lndu_pastures",0.0405652582850772
3,"Costa Rica","emissions_co2e_n2o_lndu_pastures",0.0412999457444581
4,"Costa Rica","emissions_co2e_n2o_lndu_pastures",0.0419871703336014
5,"Costa Rica","emissions_co2e_n2o_lndu_pastures",0.0426276551370053
6,"Costa Rica","emissions_co2e_n2o_lndu_pastures",0.0432292168773097
7,"Costa Rica","emissions_co2e_n2o_lndu_pastures",0.0437965661164413
8,"Costa Rica","emissions_co2e_n2o_lndu_pastures",0.0443276168233645
0,"Costa Rica","emissions_co2e_co2_lndu_pastures",0.000219143679342313
1,"Costa Rica","emissions_co2e_co2_lndu_pastures",0.000223873448711811
2,"Costa Rica","emissions_co2e_co2_lndu_pastures",0.000228294090540404
3,"Costa Rica","emissions_co2e_co2_lndu_pastures",0.00023242878146711
4,"Costa Rica","emissions_co2e_co2_lndu_pastures",0.000236296359764601
5,"Costa Rica","emissions_co2e_co2_lndu_pastures",0.000239900894824392
6,"Costa Rica","emissions_co2e_co2_lndu_pastures",0.000243286377777356
7,"Costa Rica","emissions_co2e_co2_lndu_pastures",0.000246479318831893
8,"Costa Rica","emissions_co2e_co2_lndu_pastures",0.00024946797817472
0,"Costa Rica","emissions_co2e_ch4_lndu_wetlands",0.178455240248136
1,"Costa Rica","emissions_co2e_ch4_lndu_wetlands",0.177406128370775
2,"Costa Rica","emissions_co2e_ch4_lndu_wetlands",0.175197291303414
3,"Costa Rica","emissions_co2e_ch4_lndu_wetlands",0.172247224456699
4,"Costa Rica","emissions_co2e_ch4_lndu_wetlands",0.168998213607761
5,"Costa Rica","emissions_co2e_ch4_lndu_wetlands",0.16566598006756
6,"Costa Rica","emissions_co2e_ch4_lndu_wetlands",0.162274005609861
7,"Costa Rica","emissions_co2e_ch4_lndu_wetlands",0.158839253131238
8,"Costa Rica","emissions_co2e_ch4_lndu_wetlands",0.155369331635386
0,"Costa Rica","emission_co2e_co2_frst_sequestration_mangroves",-0.155938846715408
1,"Costa Rica","emission_co2e_co2_frst_sequestration_mangroves",-0.156157680782343
2,"Costa Rica","emission_co2e_co2_frst_sequestration_mangroves",-0.155792570182306
3,"Costa Rica","emission_co2e_co2_frst_sequestration_mangroves",-0.155062416816829
4,"Costa Rica","emission_co2e_co2_frst_sequestration_mangroves",-0.154196156925442
5,"Costa Rica","emission_co2e_co2_frst_sequestration_mangroves",-0.153298453645609
6,"Costa Rica","emission_co2e_co2_frst_sequestration_mangroves",-0.152374265767053
7,"Costa Rica","emission_co2e_co2_frst_sequestration_mangroves",-0.151426916239318
8,"Costa Rica","emission_co2e_co2_frst_sequestration_mangroves",-0.150457003549714
0,"Costa Rica","emission_co2e_co2_frst_sequestration_primary",-15.4211432180835
1,"Costa Rica","emission_co2e_co2_frst_sequestration_primary",-15.365099782445
2,"Costa Rica","emission_co2e_co2_frst_sequestration_primary",-15.3103340569251
3,"Costa Rica","emission_co2e_co2_frst_sequestration_primary",-15.2570937694394
4,"Costa Rica","emission_co2e_co2_frst_sequestration_primary",-15.2052242769276
5,"Costa Rica","emission_co2e_co2_frst_sequestration_primary",-15.1547270043228
6,"Costa Rica","emission_co2e_co2_frst_sequestration_primary",-15.1054903306775
7,"Costa Rica","emission_co2e_co2_frst_sequestration_primary",-15.0574360966139
8,"Costa Rica","emission_co2e_co2_frst_sequestration_primary",-15.010434365517
0,"Costa Rica","emission_co2e_co2_frst_sequestration_secondary",-1.85974845944927
1,"Costa Rica","emission_co2e_co2_frst_sequestration_secondary",-1.85525160408001
2,"Costa Rica","emission_co2e_co2_frst_sequestration_secondary",-1.82647847977728
3,"Costa Rica","emission_co2e_co2_frst_sequestration_secondary",-1.78370835609964
4,"Costa Rica","emission_co2e_co2_frst_sequestration_secondary",-1.73702905951974
5,"Costa Rica","emission_co2e_co2_frst_sequestration_secondary",-1.69083538288233
6,"Costa Rica","emission_co2e_co2_frst_sequestration_secondary",-1.64511174545097
7,"Costa Rica","emission_co2e_co2_frst_sequestration_secondary",-1.59983758922122
8,"Costa Rica","emission_co2e_co2_frst_sequestration_secondary",-1.55491538970342
0,"Costa Rica","emission_co2e_ch4_frst_methane_mangroves",0.00325198105007522
1,"Costa Rica","emission_co2e_ch4_frst_methane_mangroves",0.0032565446610918
2,"Costa Rica","emission_co2e_ch4_frst_methane_mangroves",0.00324893056891714
3,"Costa Rica","emission_co2e_ch4_frst_methane_mangroves",0.00323370379920455
4,"Costa Rica","emission_co2e_ch4_frst_methane_mangroves",0.00321563863577309
5,"Costa Rica","emission_co2e_ch4_frst_methane_mangroves",0.0031969177453978
6,"Costa Rica","emission_co2e_ch4_frst_methane_mangroves",0.00317764453970801
7,"Costa Rica","emission_co2e_ch4_frst_methane_mangroves",0.00315788831618268
8,"Costa Rica","emission_co2e_ch4_frst_methane_mangroves",0.00313766155580029
0,"Costa Rica","emission_co2e_ch4_frst_methane_primary",0.0321843605048848
1,"Costa Rica","emission_co2e_ch4_frst_methane_primary",0.0320673962752546
2,"Costa Rica","emission_co2e_ch4_frst_methane_primary",0.0319530986626511
3,"Costa Rica","emission_co2e_ch4_frst_methane_primary",0.0318419846822159
4,"Costa Rica","emission_co2e_ch4_frst_methane_primary",0.0317337315895237
5,"Costa Rica","emission_co2e_ch4_frst_methane_primary",0.0316283423584503
6,"Costa Rica","emission_co2e_ch4_frst_methane_primary",0.0315255840329324
7,"Costa Rica","emission_co2e_ch4_frst_methane_primary",0.0314252934921458
8,"Costa Rica","emission_co2e_ch4_frst_methane_primary",0.0313271995547132
0,"Costa Rica","emission_co2e_ch4_frst_methane_secondary",0.0535385685962896
1,"Costa Rica","emission_co2e_ch4_frst_methane_secondary",0.0534091128097117
2,"Costa Rica","emission_co2e_ch4_frst_methane_secondary",0.0525807900968287
3,"Costa Rica","emission_co2e_ch4_frst_methane_secondary",0.0513495207879323
4,"Costa Rica","emission_co2e_ch4_frst_methane_secondary",0.0500057139363813
5,"Costa Rica","emission_co2e_ch4_frst_methane_secondary",0.048675887145666
6,"Costa Rica","emission_co2e_ch4_frst_methane_secondary",0.0473595918764577
7,"Costa Rica","emission_co2e_ch4_frst_methane_secondary",0.0460562363034876
8,"Costa Rica","emission_co2e_ch4_frst_methane_secondary",0.0447630128849335
0,"Costa Rica","area_agrc_crops_bevs_and_spices_ha",34617.6028410643
1,"Costa Rica","area_agrc_crops_bevs_and_spices_ha",36231.3505228553
2,"Costa Rica","area_agrc_crops_bevs_and_spices_ha",38917.180243972
3,"Costa Rica","area_agrc_crops_bevs_and_spices_ha",42000.7677452302
4,"Costa Rica","area_agrc_crops_bevs_and_spices_ha",45258.1945816799
5,"Costa Rica","area_agrc_crops_bevs_and_spices_ha",48436.6960056917
6,"Costa Rica","area_agrc_crops_bevs_and_spices_ha",51595.5666051912
7,"Costa Rica","area_agrc_crops_bevs_and_spices_ha",54671.2968221305
8,"Costa Rica","area_agrc_crops_bevs_and_spices_ha",57598.2041972173
0,"Costa Rica","area_agrc_crops_cereals_ha",77001.9755503162
1,"Costa Rica","area_agrc_crops_cereals_ha",73722.0672660684
2,"Costa Rica","area_agrc_crops_cereals_ha",72625.1829678233
3,"Costa Rica","area_agrc_crops_cereals_ha",73148.2188318851
4,"Costa Rica","area_agrc_crops_cereals_ha",74481.5668375828
5,"Costa Rica","area_agrc_crops_cereals_ha",76510.6805574357
6,"Costa Rica","area_agrc_crops_cereals_ha",79429.1835404402
7,"Costa Rica","area_agrc_crops_cereals_ha",83617.2782862001
8,"Costa Rica","area_agrc_crops_cereals_ha",89650.7368083047
0,"Costa Rica","area_agrc_crops_coffee_ha",53738.6505641736
1,"Costa Rica","area_agrc_crops_coffee_ha",54702.3869632226
2,"Costa Rica","area_agrc_crops_coffee_ha",56390.5360428814
3,"Costa Rica","area_agrc_crops_coffee_ha",58307.8173516179
4,"Costa Rica","area_agrc_crops_coffee_ha",59920.2903607828
5,"Costa Rica","area_agrc_crops_coffee_ha",61007.2112852007
6,"Costa Rica","area_agrc_crops_coffee_ha",61556.0384645332
7,"Costa Rica","area_agrc_crops_coffee_ha",61502.6378961343
8,"Costa Rica","area_agrc_crops_coffee_ha",60729.8507636862
0,"Costa Rica","area_agrc_crops_fibers_ha",15977.3551574143
1,"Costa Rica","area_agrc_crops_fibers_ha",16188.8285387877
2,"Costa Rica","area_agrc_crops_fibers_ha",16575.9879705235
3,"Costa Rica","area_agrc_crops_fibers_ha",17018.7391974259
4,"Costa Rica","area_agrc_crops_fibers_ha",17352.8121164214
5,"Costa Rica","area_agrc_crops_fibers_ha",17521.8455075107
6,"Costa Rica","area_agrc_crops_fibers_ha",17520.7420071882
7,"Costa Rica","area_agrc_crops_fibers_ha",17334.7450660337
8,"Costa Rica","area_agrc_crops_fibers_ha",16932.3837423557
0,"Costa Rica","area_agrc_crops_fruits_ha",41644.680340853
1,"Costa Rica","area_agrc_crops_fruits_ha",38980.1413196905
2,"Costa Rica","area_agrc_crops_fruits_ha",37593.6971993764
3,"Costa Rica","area_agrc_crops_fruits_ha",36974.8753954674
4,"Costa Rica","area_agrc_crops_fruits_ha",36556.3566896569
5,"Costa Rica","area_agrc_crops_fruits_ha",36108.7599563599
6,"Costa Rica","area_agrc_crops_fruits_ha",35529.2170871336
7,"Costa Rica","area_agrc_crops_fruits_ha",34727.3310002839
8,"Costa Rica","area_agrc_crops_fruits_ha",33592.4366929664
0,"Costa Rica","area_agrc_crops_maize_ha",23966.0327361215
1,"Costa Rica","area_agrc_crops_maize_ha",24289.585719778
2,"Costa Rica","area_agrc_crops_maize_ha",25023.0639312636
3,"Costa Rica","area_agrc_crops_maize_ha",26076.1804755934
4,"Costa Rica","area_agrc_crops_maize_ha",27273.9731900903
5,"Costa Rica","area_agrc_crops_maize_ha",28633.5814447471
6,"Costa Rica","area_agrc_crops_maize_ha",30286.6982904414
7,"Costa Rica","area_agrc_crops_maize_ha",32422.4957961773
8,"Costa Rica","area_agrc_crops_maize_ha",35307.7597150483
0,"Costa Rica","area_agrc_crops_nuts_ha",29328.8024070128
1,"Costa Rica","area_agrc_crops_nuts_ha",27484.4740111614
2,"Costa Rica","area_agrc_crops_nuts_ha",26556.7734967728
3,"Costa Rica","area_agrc_crops_nuts_ha",26174.6705958789
4,"Costa Rica","area_agrc_crops_nuts_ha",25940.7285337248
5,"Costa Rica","area_agrc_crops_nuts_ha",25689.437702025
6,"Costa Rica","area_agrc_crops_nuts_ha",25348.6772274582
7,"Costa Rica","area_agrc_crops_nuts_ha",24852.7835532316
8,"Costa Rica","area_agrc_crops_nuts_ha",24122.1016470656
0,"Costa Rica","area_agrc_crops_oil_bearing_ha",38796.8647225176
1,"Costa Rica","area_agrc_crops_oil_bearing_ha",36685.6004652897
2,"Costa Rica","area_agrc_crops_oil_bearing_ha",35965.2245033685
3,"Costa Rica","area_agrc_crops_oil_bearing_ha",36027.4426037606
4,"Costa Rica","area_agrc_crops_oil_bearing_ha",36373.0764838412
5,"Costa Rica","area_agrc_crops_oil_bearing_ha",36743.4442905565
6,"Costa Rica","area_agrc_crops_oil_bearing_ha",37051.0809412441
7,"Costa Rica","area_agrc_crops_oil_bearing_ha",37191.2138284605
8,"Costa Rica","area_agrc_crops_oil_bearing_ha",37044.8175425694
0,"Costa Rica","area_agrc_crops_pulses_ha",17826.5860784113
1,"Costa Rica","area_agrc_crops_pulses_ha",16873.4884445003
2,"Costa Rica","area_agrc_crops_pulses_ha",16569.2196230464
3,"Costa Rica","area_agrc_crops_pulses_ha",16628.2109998422
4,"Costa Rica","area_agrc_crops_pulses_ha",16822.7493860504
5,"Costa Rica","area_agrc_crops_pulses_ha",17031.9725240932
6,"Costa Rica","area_agrc_crops_pulses_ha",17216.3718811766
7,"Costa Rica","area_agrc_crops_pulses_ha",17327.0462682438
8,"Costa Rica","area_agrc_crops_pulses_ha",17308.8555685943
0,"Costa Rica","area_agrc_crops_rice_ha",12315.8779338402
1,"Costa Rica","area_agrc_crops_rice_ha",11630.6260814252
2,"Costa Rica","area_agrc_crops_rice_ha",11378.3927772888
3,"Costa Rica","area_agrc_crops_rice_ha",11371.4506191559
4,"Costa Rica","area_agrc_crops_rice_ha",11449.9353098645
5,"Costa Rica","area_agrc_crops_rice_ha",11533.5149682264
6,"Costa Rica","area_agrc_crops_rice_ha",11593.8822049463
7,"Costa Rica","area_agrc_crops_rice_ha",11598.4899100814
8,"Costa Rica","area_agrc_crops_rice_ha",11510.0135245385
0,"Costa Rica","area_agrc_crops_tubers_ha",15385.6012626953
1,"Costa Rica","area_agrc_crops_tubers_ha",14629.2491307676
2,"Costa Rica","area_agrc_crops_tubers_ha",14471.9272181765
3,"Costa Rica","area_agrc_crops_tubers_ha",14643.5906679735
4,"Costa Rica","area_agrc_crops_tubers_ha",14954.799670813
5,"Costa Rica","area_agrc_crops_tubers_ha",15293.6180128877
6,"Costa Rica","area_agrc_crops_tubers_ha",15629.2886359021
7,"Costa Rica","area_agrc_crops_tubers_ha",15917.1356427233
8,"Costa Rica","area_agrc_crops_tubers_ha",16108.5675793853
0,"Costa Rica","area_agrc_crops_vegetables_ha",9246.15460498513
1,"Costa Rica","area_agrc_crops_vegetables_ha",8766.29840715348
2,"Costa Rica","area_agrc_crops_vegetables_ha",8631.38684831284
3,"Costa Rica","area_agrc_crops_vegetables_ha",8688.13797642699
4,"Costa Rica","area_agrc_crops_vegetables_ha",8819.91901042129
5,"Costa Rica","area_agrc_crops_vegetables_ha",8962.35299799181
6,"Costa Rica","area_agrc_crops_vegetables_ha",9095.59802734707
7,"Costa Rica","area_agrc_crops_vegetables_ha",9193.69132799873
8,"Costa Rica","area_agrc_crops_vegetables_ha",9227.72427698385
0,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_bevs_and_spices",0
1,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_bevs_and_spices",0
2,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_bevs_and_spices",0
3,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_bevs_and_spices",0
4,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_bevs_and_spices",0
5,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_bevs_and_spices",0
6,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_bevs_and_spices",0
7,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_bevs_and_spices",0
8,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_bevs_and_spices",0
0,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_cereals",0
1,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_cereals",0
2,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_cereals",0
3,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_cereals",0
4,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_cereals",0
5,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_cereals",0
6,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_cereals",0
7,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_cereals",0
8,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_cereals",0
0,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_coffee",0
1,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_coffee",0
2,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_coffee",0
3,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_coffee",0
4,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_coffee",0
5,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_coffee",0
6,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_coffee",0
7,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_coffee",0
8,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_coffee",0
0,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fibers",0
1,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fibers",0
2,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fibers",0
3,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fibers",0
4,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fibers",0
5,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fibers",0
6,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fibers",0
7,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fibers",0
8,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fibers",0
0,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fruits",0
1,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fruits",0
2,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fruits",0
3,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fruits",0
4,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fruits",0
5,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fruits",0
6,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fruits",0
7,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fruits",0
8,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_fruits",0
0,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_maize",0
1,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_maize",0
2,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_maize",0
3,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_maize",0
4,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_maize",0
5,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_maize",0
6,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_maize",0
7,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_maize",0
8,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_maize",0
0,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_nuts",0
1,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_nuts",0
2,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_nuts",0
3,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_nuts",0
4,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_nuts",0
5,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_nuts",0
6,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_nuts",0
7,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_nuts",0
8,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_nuts",0
0,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_oil_bearing",0
1,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_oil_bearing",0
2,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_oil_bearing",0
3,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_oil_bearing",0
4,"Costa Rica","emission_co2e_ch4_agrc_crop_activity_oil_bearing",0
